8,11,18,30,31,41
2,19,22,36,39,52
13,14,23,26,31,35
8,12,18,26,37,40
4,6,18,19,35,54
4,15,24,34,51,52
9,12,28,34,40,48
2,5,9,27,32,50
4,7,12,30,31,49
7,23,29,30,35,53
1,2,9,15,33,51
2,6,10,11,33,37
6,16,25,29,36,52
3,5,9,20,22,43
5,7,20,29,41,52
20,21,22,33,48,51
18,22,30,32,43,45
11,17,39,48,52,54
11,15,29,34,37,54
22,23,34,42,51,54
6,11,13,37,39,46
3,4,31,35,49,54
3,11,21,22,39,46
29,30,31,40,46,51
13,16,19,34,38,41
22,24,37,40,41,43
5,15,30,32,45,53
13,24,25,34,44,53
22,25,29,34,41,51
3,11,32,36,43,52
3,8,16,17,26,27
5,9,35,42,48,49
25,29,32,33,42,46
8,14,21,27,45,46
1,15,27,42,48,50
8,11,21,24,34,44
10,13,24,27,34,50
4,13,25,27,45,49
12,18,22,30,37,43
13,18,23,33,34,45
13,16,21,22,34,48
4,10,32,38,50,52
8,10,28,33,34,46
1,14,16,27,40,48
6,17,23,36,40,51
6,19,21,32,37,54
6,14,22,25,30,45
7,15,20,31,41,47
3,13,15,37,42,51
11,22,25,42,47,49
8,20,21,30,40,51
4,18,23,40,41,44
4,16,26,31,38,48
1,17,31,38,40,50
17,18,30,34,38,50
8,16,17,21,34,37
2,6,13,29,44,48
3,5,32,35,39,43
4,6,18,19,36,52
1,8,22,24,37,51
2,20,24,37,41,42
3,13,31,38,52,54
26,28,30,31,33,42
11,18,26,27,39,48
4,6,11,12,24,32
7,9,13,32,39,47
16,22,24,31,46,49
5,6,7,13,18,20
8,26,33,40,45,49
4,10,23,35,41,49
1,6,15,41,42,47
5,6,26,41,42,46
7,23,33,34,50,51
16,25,33,35,39,49
13,19,22,46,51,53
11,36,38,42,50,54
3,9,13,20,37,40
8,14,19,20,35,38
7,9,15,18,29,43
10,24,25,36,40,48
21,32,33,38,41,42
19,23,37,49,51,54
16,17,26,41,46,53
5,14,21,24,29,50
9,14,16,33,40,45
7,8,17,30,42,53
1,42,44,46,51,52
3,5,15,40,46,47
5,7,20,21,26,32
5,6,8,18,27,28
14,21,26,33,38,50
8,21,28,38,47,52
17,22,29,30,40,50
2,10,19,31,44,53
2,18,31,46,50,54
5,7,9,15,18,33
22,33,36,37,43,54
18,25,36,43,44,50
1,12,19,20,27,33
4,35,39,40,42,52
1,8,45,47,48,52
20,29,32,33,39,45
1,6,10,24,26,28
5,7,15,17,34,51
12,24,25,34,40,49
22,23,25,36,42,47
6,12,21,23,33,54
5,19,30,32,35,41
9,15,19,22,30,46
1,19,24,26,39,51
3,6,21,22,26,33
6,10,11,17,28,46
2,5,13,23,36,37
4,8,23,24,35,36
1,3,16,25,41,46
10,15,17,21,35,41
1,8,10,41,42,46
2,17,30,36,38,49
3,24,29,45,47,49
3,20,26,33,38,41
6,8,18,26,49,50
3,12,22,23,31,45
1,11,26,38,41,43
16,25,33,36,42,52
3,16,25,32,43,48
1,17,22,40,42,52
12,24,36,37,46,49
14,17,21,25,27,28
3,5,43,47,51,52
7,15,17,42,44,50
17,20,30,36,42,54
4,8,9,32,53,54
2,4,15,25,28,35
2,23,38,40,41,49
12,22,28,29,45,53
16,23,31,37,48,52
5,10,25,37,47,51
1,2,20,29,38,39
16,22,27,33,46,53
9,13,14,16,25,51
11,23,30,42,51,52
12,14,31,36,49,52
24,25,28,37,38,48
6,8,17,22,33,44
20,26,28,31,38,54
15,23,27,38,40,48
15,28,29,34,38,49
13,14,16,20,29,42
4,29,31,32,38,41
3,13,28,35,39,41
14,22,35,39,46,47
5,8,10,23,40,51
1,3,40,42,47,52
7,9,17,27,32,38
1,32,35,36,41,50
4,14,17,20,24,50
2,6,27,37,39,47
21,27,29,34,41,44
8,16,19,21,48,54
5,9,27,29,30,44
1,8,21,23,41,44
2,17,19,43,44,51
19,20,30,36,51,54
13,17,31,34,39,47
3,4,14,18,30,49
1,11,12,13,29,37
4,23,32,43,46,52
6,7,12,17,26,40
10,14,25,26,29,50
3,28,31,32,36,37
13,17,30,42,45,50
1,20,28,31,47,51
9,11,13,31,33,50
1,7,9,26,27,38
2,15,28,34,45,53
1,16,24,32,39,45
14,19,36,44,45,54
6,8,23,25,31,49
6,17,20,22,43,45
3,13,19,37,40,54
2,3,6,7,10,46
14,31,32,36,49,50
1,6,28,29,30,40
13,14,26,31,41,54
4,6,27,32,33,40
18,22,31,39,45,50
13,26,35,39,44,50
6,13,16,22,31,36
9,11,15,21,28,40
1,9,31,37,39,49
6,7,13,29,38,41
17,31,38,39,52,54
2,4,15,23,42,54
6,8,16,24,36,51
5,13,17,23,27,36
6,10,11,18,30,47
14,18,23,27,34,46
5,16,18,35,38,40
9,11,14,46,48,49
1,6,15,22,50,52
7,10,21,38,39,48
1,2,5,6,14,17
3,9,20,37,44,48
7,22,25,35,47,52
4,13,16,38,44,48
5,23,26,30,43,47
6,12,16,44,51,52
13,14,15,36,41,50
1,2,17,27,35,46
7,18,22,43,46,50
1,5,15,29,41,48
2,17,19,29,42,47
2,18,28,37,47,50
7,15,25,38,47,52
8,13,14,17,28,45
6,21,30,31,34,38
1,32,33,34,49,52
15,29,32,39,40,42
13,16,30,42,44,46
17,20,27,30,32,52
16,17,24,27,29,46
7,11,22,23,34,42
6,11,35,38,46,49
3,9,26,34,36,37
14,19,28,36,38,41
12,18,24,26,38,45
1,5,15,23,36,50
17,20,23,27,31,34
8,14,40,42,44,50
10,11,14,26,35,37
5,21,35,42,46,51
17,19,32,33,34,51
19,21,27,36,38,44
8,22,29,32,34,44
9,29,32,42,50,52
8,17,40,41,42,51
4,6,24,30,47,51
29,30,37,46,47,49
3,27,32,36,51,52
3,24,26,34,37,47
3,19,24,40,50,52
10,20,27,30,45,48
1,2,5,30,38,52
22,23,29,37,44,45
1,11,20,22,29,33
2,13,20,30,36,37
1,15,18,36,37,49
10,12,26,28,47,52
4,19,21,28,37,50
4,7,24,26,42,51
15,25,29,31,35,49
9,16,21,45,46,52
13,32,34,38,45,48
5,12,17,19,21,38
1,13,18,20,28,37
1,5,14,21,26,49
11,18,20,21,28,44
13,18,28,33,46,49
1,6,26,29,51,52
8,18,25,28,34,49
2,12,15,31,32,46
12,20,24,25,30,35
3,22,28,29,33,41
19,26,32,36,47,52
14,18,32,42,43,45
10,17,28,36,43,44
3,12,20,26,31,34
7,16,17,18,21,25
15,19,23,25,37,50
4,10,15,29,41,46
2,7,37,38,51,52
15,19,20,25,33,36
1,12,14,29,48,50
7,18,25,30,43,52
21,29,31,32,37,41
7,9,16,22,28,45
2,4,7,18,25,34
5,15,19,28,31,43
13,16,22,24,42,48
1,5,11,16,41,42
9,18,20,26,31,46
12,15,24,29,30,48
5,8,9,17,22,32
7,10,33,42,43,48
16,33,39,41,51,52
5,11,27,33,38,39
9,10,20,31,35,42
5,11,15,28,43,49
8,9,21,28,38,51
4,14,21,31,33,44
10,13,18,27,38,45
6,22,31,35,42,50
13,18,33,35,36,37
17,20,31,32,34,38
1,13,18,19,26,38
21,22,32,42,49,52
6,17,32,44,45,52
4,5,33,43,45,52
5,20,21,25,36,43
7,20,28,29,33,51
15,18,20,34,50,51
10,27,38,45,46,50
3,12,19,32,46,50
6,14,21,30,31,40
6,14,17,27,35,45
6,16,19,37,42,50
2,23,29,33,44,48
13,23,26,34,36,44
8,23,35,36,37,50
16,18,30,31,32,52
5,16,29,37,41,51
14,22,24,32,34,50
11,38,42,44,48,52
7,19,22,35,45,51
1,3,11,15,29,48
14,17,31,35,36,42
1,4,11,20,23,44
4,7,15,17,30,48
3,5,14,32,42,47
3,21,23,25,37,40
6,10,26,27,40,44
3,9,14,20,33,43
3,21,22,23,36,44
4,6,8,14,28,43
4,14,19,31,32,38
5,14,15,31,37,52
26,27,30,31,35,50
6,18,19,20,32,44
8,10,15,25,41,51
3,23,24,31,42,46
2,7,21,25,36,42
4,15,19,24,34,42
15,23,25,33,35,37
6,11,34,42,47,50
3,5,7,27,40,44
2,14,19,20,25,34
3,16,20,23,25,33
9,16,20,24,36,52
5,12,18,22,27,35
1,3,5,16,17,33
22,25,26,27,47,48
5,8,14,23,44,48
5,16,21,27,28,45
3,13,20,26,40,42
6,11,19,30,31,38
3,6,14,15,16,38
5,12,29,32,36,43
17,19,27,36,39,40
1,11,19,29,30,48
2,22,31,32,50,51
1,14,24,25,38,39
8,11,19,35,44,51
2,5,6,10,12,28
5,21,27,36,41,43
3,13,25,34,40,51
9,16,29,32,40,48
7,19,28,43,45,52
18,20,22,25,29,52
12,17,19,22,23,37
1,30,33,39,48,49
8,13,18,34,44,46
5,9,16,21,46,47
15,31,33,37,38,45
15,18,25,29,50,51
1,10,32,37,48,52
2,6,20,50,51,52
3,9,21,25,28,35
4,8,18,31,45,50
3,17,22,34,50,51
5,20,22,43,47,50
2,12,15,22,23,41
6,25,31,39,44,48
5,13,20,30,39,43
14,17,23,31,38,40
4,5,6,16,36,39
16,18,22,23,39,40
4,7,28,36,39,45
4,12,16,25,36,50
4,18,22,36,45,50
15,17,34,36,38,45
10,15,35,37,40,50
4,10,16,26,38,46
12,16,20,25,34,36
5,7,15,22,37,44
2,8,15,28,36,50
5,12,15,23,43,50
5,13,14,19,24,35
3,16,24,38,40,52
28,31,32,34,37,50
11,14,15,16,20,23
26,28,32,36,41,47
5,23,32,42,50,51
7,18,29,42,49,52
1,6,11,18,35,39
4,11,13,17,34,52
3,17,27,31,39,47
14,20,27,34,42,46
1,7,11,12,37,50
4,10,12,31,48,51
3,16,33,36,40,49
9,11,27,28,30,36
6,9,13,27,39,52
12,13,17,24,26,50
15,16,20,25,38,42
6,24,26,28,31,45
11,13,20,30,40,49
13,25,27,34,37,50
11,17,30,34,41,42
5,8,10,34,39,47
17,29,30,31,43,47
1,12,17,30,45,52
12,19,21,40,46,52
4,23,28,31,32,35
20,23,31,33,35,51
1,3,11,24,34,46
12,22,27,40,47,52
15,18,19,30,35,51
5,9,13,25,33,43
14,19,30,33,42,46
4,10,16,26,35,43
2,11,15,17,19,41
14,17,30,37,42,43
5,6,22,25,35,41
2,7,25,38,47,52
3,14,15,17,46,49
9,14,16,22,36,51
17,24,25,33,35,42
1,15,18,27,30,37
4,16,23,33,48,49
1,2,18,33,37,43
10,11,14,26,33,50
4,5,14,19,30,35
5,12,15,19,20,26
6,7,12,27,31,44
4,22,24,28,32,51
5,7,10,28,47,52
2,9,10,14,33,43
10,16,22,33,49,51
5,15,22,36,38,51
3,24,31,35,46,48
5,13,22,36,39,47
1,7,9,17,20,51
8,9,27,33,35,51
23,30,34,35,41,45
14,18,29,36,41,51
5,16,27,36,38,49
4,8,9,38,44,52
5,9,22,23,27,42
4,14,26,37,45,50
10,12,22,32,46,52
5,18,25,38,46,52
13,16,17,18,21,50
4,11,16,20,24,28
4,5,7,33,50,52
1,5,10,24,26,42
4,9,10,15,43,49
2,23,24,48,49,52
3,4,6,7,9,24
2,3,17,21,33,41
17,18,20,21,24,25
7,9,10,34,42,48
12,14,35,41,46,52
5,7,24,37,42,51
2,5,8,13,16,26
26,28,32,38,42,46
2,3,13,29,44,46
15,17,29,31,35,41
14,34,41,45,46,51
4,19,21,42,45,52
5,10,14,18,20,30
6,10,14,17,27,51
14,15,19,33,35,42
1,6,7,13,19,52
6,9,22,42,51,52
19,26,34,37,41,47
7,26,28,30,43,45
10,14,27,29,38,46
3,8,16,25,31,32
6,7,18,19,42,52
8,10,12,47,50,52
8,9,24,34,39,45
5,20,24,31,45,51
6,14,18,22,24,33
5,10,29,38,47,49
3,14,23,26,33,35
1,10,27,28,45,49
1,2,5,18,23,45
10,23,29,33,42,44
6,14,15,21,29,33
2,6,19,45,47,52
6,19,29,38,47,51
1,4,24,25,30,33
11,21,29,37,43,48
2,27,33,40,46,47
6,14,16,20,43,51
3,8,25,27,32,41
1,6,14,21,45,47
10,18,34,40,46,52
7,10,15,29,41,43
21,25,29,34,37,50
2,6,14,19,23,32
1,7,11,14,30,44
15,16,19,22,27,37
6,11,15,17,30,35
2,14,18,20,34,40
12,17,24,30,47,51
4,6,15,24,31,40
7,18,23,33,34,46
7,12,15,18,22,51
4,5,20,32,39,48
2,10,15,29,31,41
10,11,20,21,22,39
4,11,15,26,32,49
1,2,9,20,41,52
22,24,33,46,47,50
11,21,22,23,39,46
10,14,23,28,33,49
5,35,39,41,43,47
5,6,15,20,31,48
3,4,21,32,34,46
7,13,15,26,28,47
6,7,8,9,21,32
6,13,28,41,46,52
13,17,18,20,42,45
7,23,36,42,44,46
13,21,26,38,49,52
12,15,23,42,47,52
9,13,21,30,41,42
2,8,16,28,32,44
8,24,42,47,49,51
1,12,18,26,27,31
14,17,42,44,45,50
2,6,11,16,25,26
2,9,15,27,32,38
6,18,33,34,41,50
1,4,19,31,48,50
1,15,18,19,29,49
5,9,27,29,31,36
4,15,24,30,34,41
2,11,14,32,42,48
11,15,16,17,48,51
10,18,20,23,33,48
4,7,8,25,33,42
13,15,20,30,44,47
4,5,6,11,24,26
7,8,22,29,33,36
3,8,22,23,24,35
2,3,4,11,31,45
6,21,23,24,38,41
5,6,8,10,22,38
16,19,21,30,34,49
6,11,13,15,46,47
8,30,36,42,44,48
4,5,12,13,15,31
3,5,17,26,35,46
6,10,15,22,35,52
8,11,22,25,34,52
5,15,23,31,36,50
8,12,21,35,42,46
2,5,13,21,28,33
8,16,20,29,33,46
5,12,15,29,30,43
14,15,16,17,24,49
8,9,13,14,20,52
8,14,32,38,46,48
3,16,24,34,41,51
8,10,17,26,32,44
2,4,7,8,21,22
